user_text,error_type,component_label,source
"PC no display HDMI, GPU bottleneck",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"Graphics card too hot, PC lag always",GPU Overheat,GPU Overheat,auto_corrected_from_test
help no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
gpu shutdown due to heat problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU thermal issue and System slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
Storage too slow Boot failure,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
computer graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
my gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
GPU shutdown due to heat plus PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat and PC very slow,CPU Overheat,CPU Overheat,auto_corrected_from_test
"PC no signal, Graphics card not detect",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
the gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
cpu shutdown due to heat please,CPU Overheat,CPU Overheat,auto_corrected_from_test
fix pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC no display HDMI plus Graphics not good enough,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc slow loading programs please,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display HDMI,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
my pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
the pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC power flicker and Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC can't connect WiFi and USB port not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
computer gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
gpu temperature high problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
"GPU cooling problem, PC slow after update",GPU Overheat,GPU Overheat,auto_corrected_from_test
computer gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
"Graphics card fan loud, PC lag always",GPU Overheat,GPU Overheat,auto_corrected_from_test
pc no display hdmi problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
graphics card thermal throttle issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized issue,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
my cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
PC start noise then off and Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC no signal display also Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
my no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Graphics card fan loud plus PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU thermal issue PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu cooling problem please,GPU Overheat,GPU Overheat,auto_corrected_from_test
Graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
WiFi connected no internet also USB not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
WiFi connected no internet also USB not detected,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
help gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU thermal issue PC lag always,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized problem,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
fix usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
laptop pc not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
help gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC start only sometimes also PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
help pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
Computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
my computer problem,General Repair,General Repair,auto_corrected_from_test
pc no display vga issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
the graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC start only sometimes also PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
gpu cooling problem issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display VGA and Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Laptop charging light blink and PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC start then off PC stuck loading PC no signal display,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
graphics card fan loud please,GPU Overheat,GPU Overheat,auto_corrected_from_test
cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
GPU shutdown due to heat plus System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC start then off and PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
No display also GPU too weak,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Laptop charging light blink and Boot failure and PC no display VGA,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Monitor not detected Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
the pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU shutdown due to heat also PC lag always,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display HDMI plus GPU too weak,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
SSD upgrade needed Boot failure,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
"PC no display VGA, Low FPS problem",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc power flicker issue,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
help gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu overheat warning please,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU temperature high System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
Laptop charging light blink PC stuck on logo PC no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC not detect WiFi and USB not detected,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
gpu cooling problem issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu temperature high problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc not start after update issue,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
the graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"Monitor no signal, Need better graphics card",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
WiFi connected no internet plus USB not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
gpu shutdown due to heat issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
Graphics card too hot plus System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
Graphics card overheating plus PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat and System slow,CPU Overheat,CPU Overheat,auto_corrected_from_test
the pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
my usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
fix pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
CPU shutdown due to heat plus System sluggish,CPU Overheat,CPU Overheat,auto_corrected_from_test
fix computer problem,General Repair,General Repair,auto_corrected_from_test
gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu shutdown due to heat issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
Windows crash loop also PC not start after update,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
computer pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC no display VGA also Low FPS problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
SSD performance and PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
"Laptop charging light blink, PC stuck loading, Monitor no signal",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"Windows crash suddenly, PC stuck on logo",Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
GPU shutdown due to heat plus PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
help pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC power flicker PC stuck loading PC no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
usb device not recognized problem,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
laptop no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU temperature high and PC very slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU shutdown due to heat also PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
the gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu thermal issue issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
help pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
my pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
fix gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
Monitor no signal plus Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
graphics card too hot please,GPU Overheat,GPU Overheat,auto_corrected_from_test
graphics card too hot problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc power flicker issue,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
SSD upgrade needed also Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
the cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU temperature high plus PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
WiFi connected no internet also Port not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
No display plus Game lag graphics,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU temperature high and slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat plus PC very unresponsive,CPU Overheat,CPU Overheat,auto_corrected_from_test
no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC slow opening files and Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
laptop pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc no display vga please,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
help graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
